OBJECTID,HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,STATE_ID,CONTACT,COMPANY,CO_ADD,CO_CTY,CO_ST,CO_ZIP,CO_TEL,ALLOCAMT,N_UNITS,LI_UNITS,N_0BR,N_1BR,N_2BR,N_3BR,N_4BR,INC_CEIL,LOW_CEIL,CEILUNIT,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,MFF_RA,FMHA_514,FMHA_515,FMHA_538,HOME,HOME_AMT,TCAP,TCAP_AMT,CDBG,CDBG_AMT,FHA,HOPEVI,HPVI_AMT,TCEP,TCEP_AMT,RENTASSIST,TRGT_POP,TRGT_FAM,TRGT_ELD,TRGT_DIS,TRGT_HML,TRGT_OTHER,TRGT_SPC,TYPE,CREDIT,N_UNITSR,LI_UNITR,DDA,QCT,NONPROG,DATANOTE,METRO_TRACT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,CBSA,CBSA_NM,NECTA,NECTA_NM,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,x,y
35487,OHA20050069,GATES MILLS VILLA,6755 MAYFIELD RD,MAYFIELD HEIGHTS,OH,44124,50129,,,,,,,,334025,191,191,0,152,39,0,0,2,2,,2005,2006,2,2,1,,,,,2,0,,,2,0,,,,,,5,2,,,,,,,2,1,191,191,,2,,"PREVIOUSLY LISTED AS OHA2005669, OHA2007050.",1,39,Cuyahoga,35,172103,1,1008,Cuyahoga,35,48482,Mayfield Heights,48482,Mayfield Heights city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,3138,S,,6755 Mayfield Rd,,Mayfield Heights,OH,44124,2238,,44124,99,2,44124223899,H,,,,1,,,A,,90% Overall probable correctness,41.520291,-81.435837,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3948482,39035172103,390351721031,-9065395.9072,5089390.0329
35488,OHA20050072,HOUGH HOMES II,1228 E 74TH ST,CLEVELAND,OH,44103,30015,,,,,,,,,57,57,0,0,0,33,24,2,,,2005,2006,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,1,3,57,57,,1,,PREVIOUSLY LISTED AS OHA2005071.,1,39,Cuyahoga,35,111700,2,2006,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1228 E 74th St,,Cleveland,OH,44103,1905,,44103,28,3,44103190528,S,,,,1,,,A,,90% Overall probable correctness,41.521395,-81.637416,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035111700,390351117002,-9087835.5788,5089554.1765
35491,OHA20050080,VILLA ST ROSE OF KIRBY MANOR,11500 DETROIT AVE,CLEVELAND,OH,44102,30075,,,,,,,,1100000,147,147,9,58,80,0,0,2,,,2005,2006,1,1,2,,,2,,1,0,,,2,0,2,,,,,1,1,0,1,0,0,0,,3,3,147,147,,1,,AKA KIRBY MANOR SENIOR.,1,39,Cuyahoga,35,101300,1,1005,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,11500 Detroit Ave,,Cleveland,OH,44102,2368,,44102,99,2,44102236899,H,,,,1,,,A,,90% Overall probable correctness,41.483256,-81.766708,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035101300,390351013001,-9102228.2984,5083885.261
35494,OHA19990225,COLONNADE,15409 EUCLID AVE,EAST CLEVELAND,OH,44112,OH-97-0093,,,,,,,,247112,120,120,2,90,28,0,0,,,,1999,1997,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,2,1,120,120,,2,,,1,39,Cuyahoga,35,150100,1,1013,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,15409 Euclid Ave,,East Cleveland,OH,44112,2855,,44112,99,0,44112285599,H,,,,1,,,A,,90% Overall probable correctness,41.538314,-81.573787,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035150100,390351501001,-9080752.4309,5092070.0574
35504,OHA20020137,RAINBOW TERRACE,7310 CARSON AVE,CLEVELAND,OH,44104,01-0105,,,,,,,,2399991,484,484,0,0,306,178,0,2,,,2002,2003,2,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2,1,484,484,,1,,"PREVIOUSLY LISTED AS OHA2002568, OHA2003208.",1,39,Cuyahoga,35,114300,1,1019,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,7310 Carson Ave,,Cleveland,OH,44104,4162,,44104,10,3,44104416210,S,,,,1,,,A,,90% Overall probable correctness,41.474569,-81.636338,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114300,390351143001,-9087715.5764,5082594.5068
35508,OHA20030251,ATLAS BUILDING,5644 BROADWAY AVE,CLEVELAND,OH,44127,01-0062,,,,,,,,171071,15,12,0,5,10,0,0,2,,,2003,2004,1,1,,,,,,,,,,,,,,,,,4,1,0,0,1,0,0,,3,2,15,12,,1,,PREVIOUSLY LISTED AS OHA2003245.,1,39,Cuyahoga,35,110801,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,5644 Broadway Ave,,Cleveland,OH,44127,1751,,44127,99,0,44127175199,H,,,,1,,,A,,90% Overall probable correctness,41.466769,-81.651241,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035110801,390351108011,-9089374.5708,5081435.6946
35536,OHA20020212,WEST TECH APTS,2201 W 93RD ST,CLEVELAND,OH,44102,OH-00-0103,,,,,,,,91465,184,40,0,31,6,0,0,,,,2002,2000,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,184,40,,1,,,1,39,Cuyahoga,35,101700,3,3003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,Y,,2201 W 93rd St Apt 2,,Cleveland,OH,44102,3779,,44102,2,1,44102377902,H,2,Apt,,0,,,,,100% Overall probable correctness,41.47327,-81.747179,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035101700,390351017003,-9100054.3401,5082401.5103
35542,OHA20040003,ANTIOCH TOWERS,8920 CARNEGIE AVE,CLEVELAND,OH,44106,OH-02-0140,,,,,,,,336592,171,171,0,148,23,0,0,,,,2004,2002,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,171,171,,1,,PREVIOUSLY LISTED AS OHA2002025. AKA CARNEGIE TOWERS AT FAIRFAX.,1,39,Cuyahoga,35,113101,1,1019,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,8920 Carnegie Ave,,Cleveland,OH,44106,2923,,44106,99,1,44106292399,H,,,,1,,,A,,90% Overall probable correctness,41.500879,-81.624371,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035113101,390351131011,-9086383.416,5086504.2985
35543,OHA20040004,ARBOR PARK VILLAGE PHASE II,3823 MT HERMAN AVE,CLEVELAND,OH,44115,30001,,,,,,,,1294392,206,206,0,0,80,117,9,,,,2004,2005,2,1,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,206,206,,1,,"PREVIOUSLY LISTED AS OHA2004649, OHA2005013.",1,39,Cuyahoga,35,109701,1,1009,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,9999,,1,0,3911,1104,S,,3823 Mt Herman Ave,,Cleveland,OH,44115,3391,,44115,23,4,44115339123,S,,,,1,,,A,,90% Overall probable correctness,41.490055,-81.660477,9,S,4,U,**  Centroid Lat/Long   **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035109701,390351097011,-9090402.7176,5084895.6082
35555,OHA20000035,CLEVELAND HOUSING NETWORK XVII,2999 PAYNE AVE,CLEVELAND,OH,44114,OH-00-0047,,,,,,,,,85,85,0,0,4,51,30,2,,,2000,2001,1,1,2,,,2,,,,,,,,,,,,,4,1,2,2,2,2,1,SINGLE PARENTS,3,3,85,85,,2,,,1,39,Cuyahoga,35,108301,3,3010,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2999 Payne Ave,,Cleveland,OH,44114,4400,,44114,99,0,44114440099,H,,,,1,,,A,,90% Overall probable correctness,41.507858,-81.669487,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035108301,390351083013,-9091405.7062,5087541.6778
35556,OHA20000037,CLEVELAND HOUSING PARTNERSHIP XV,1323 E 66TH ST,CLEVELAND,OH,44103,OH-98-0058,,,,,,,,1000000,103,103,0,0,3,51,49,2,,,2000,2000,1,1,2,,,2,,1,301000,,,,,,,,,,4,1,0,1,0,0,0,,3,3,103,103,,2,,PREVIOUSLY LISTED AS OHA1998065.,1,39,Cuyahoga,35,112100,1,1001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1323 E 66th St,,Cleveland,OH,44103,2607,,44103,23,8,44103260723,S,,,,1,,,A,,90% Overall probable correctness,41.517217,-81.644374,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035112100,390351121001,-9088610.1398,5088933.0029
35594,OHA20040036,CLEVELAND NEW CONSTRUCTION III,1358 E 111TH ST,CLEVELAND,OH,44106,10055,,,,,,,,626066,81,81,0,4,0,35,40,2,,,2004,2005,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,3,1,81,81,,2,,PREVIOUSLY LISTED AS OHA2003036. AKA CLEVELAND NEW CONSTRUCT III.,1,39,Cuyahoga,35,118301,3,3001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1358 E 111th St,,Cleveland,OH,44106,1304,,44106,58,4,44106130458,S,,,,1,,,A,,90% Overall probable correctness,41.520795,-81.608596,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118301,390351183013,-9084627.3511,5089464.9677
35603,OHA20050327,1850 SUPERIOR BUILDING,1850 SUPERIOR AVE E,CLEVELAND,OH,44114,04-0047,,,,,,,,247937,44,44,0,40,4,0,0,,,,2005,1994,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,3,44,44,,1,,PREVIOUSLY LISTED AS OHA1996005.,1,39,Cuyahoga,35,107802,2,2025,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1850 Superior Ave E,,Cleveland,OH,44114,2130,,44114,99,2,44114213099,H,,,,1,,,A,,90% Overall probable correctness,41.506396,-81.680046,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035107802,390351078022,-9092581.1287,5087324.3525
35614,OHA20030037,CLEVELAND NEW HOMES II,9901 MANOR AVE,CLEVELAND,OH,44104,OH-02-0060,,,,,,,,414861,30,30,0,0,0,12,18,2,,,2003,2005,1,1,2,,,,,,,,,,,,,,,,4,2,,,,,,,1,3,30,30,,1,,"PREVIOUSLY LISTED AS OHA2003628, OHA2004060.",1,39,Cuyahoga,35,120200,2,2002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,9901 Manor Ave,,Cleveland,OH,44104,4933,,44104,1,7,44104493301,S,,,,1,,,A,,90% Overall probable correctness,41.475354,-81.616178,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035120200,390351202002,-9085471.3755,5082711.1386
35620,OHA20030067,EUCLID BEACH VILLA,125 E 156TH ST,CLEVELAND,OH,44110,30118,,,,,,,,701680,559,559,0,446,113,0,0,,,,2003,2004,2,1,1,,,,,,,,,,,,,,,,1,,,,,,,,2,1,559,559,,1,,"PREVIOUSLY LISTED AS OHA2003602, OHA2005063.",1,39,Cuyahoga,35,117201,1,1003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,125 E 156th St,,Cleveland,OH,44110,1182,,44110,99,0,44110118299,H,,,,1,,,A,,90% Overall probable correctness,41.580012,-81.571827,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035117201,390351172011,-9080534.2447,5098273.4245
35637,OHA20000145,HARP APTS,1389 W 64TH ST,CLEVELAND,OH,44102,98-0023,,,,,,,,47426,13,10,0,1,12,0,0,2,,,2000,2000,1,1,2,,,2,,1,193500,,,,,,,,,,4,1,0,1,0,0,0,,2,3,13,10,,2,,,1,39,Cuyahoga,35,103100,1,1015,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1389 W 64th St,,Cleveland,OH,44102,2141,,44102,99,3,44102214199,H,,,,1,,,A,,90% Overall probable correctness,41.484673,-81.729047,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103100,390351031001,-9098035.8951,5084095.8217
35643,OHA20030069,FORREST HILLS TERRACE,14030 TER RD,EAST CLEVELAND,OH,44112,03-0120,,,,,,,,496057,420,420,0,306,114,0,0,,,,2003,2004,2,1,1,,,2,,,,,,,,,,,,,1,,,,,,,,2,1,420,420,,1,,"PREVIOUSLY LISTED AS OHA2003601, OHA2005067.",1,39,Cuyahoga,35,151300,2,2000,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,14030 Terrace Rd,,East Cleveland,OH,44112,3982,,44112,99,8,44112398299,H,,,,2,,,A,,80% Overall probable correctness,41.525466,-81.581477,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151300,390351513002,-9081608.4778,5090159.4803
35647,OHA20030085,GLENVILLE ELDERLY II,661 E 103RD ST,CLEVELAND,OH,44108,01-0036,,,,,,,,316510,48,33,0,0,48,0,0,2,,,2003,2003,1,1,2,,,2,,,,,,,,,,,,,4,1,0,1,0,0,0,,1,2,48,33,,1,,,1,39,Cuyahoga,35,116100,2,2001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,661 E 103rd St,,Cleveland,OH,44108,4309,,44108,99,9,44108430999,H,,,,1,,,A,,90% Overall probable correctness,41.538997,-81.617013,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116100,390351161002,-9085564.3272,5092171.6344
35650,OHA20040087,EAST CLEVELAND HOMES,1663 DELMONT AVE,CLEVELAND,OH,44112,02-0061,,,,,,,,,37,37,0,0,0,25,12,2,,,2004,2005,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,1,3,37,37,,1,,,1,39,Cuyahoga,35,151800,2,2009,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,1663 Delmont Ave,,Cleveland,OH,44112,4457,,44112,63,9,44112445763,S,,,,1,,,A,,90% Overall probable correctness,41.520678,-81.596503,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151800,390351518002,-9083281.1645,5089447.5721
35652,OHA20040092,ERIEVIEW HOMES I,13805 ARGUS AVE,CLEVELAND,OH,44110,02-0008,,,,,,,,500119,38,38,0,0,0,23,15,2,,,2004,2003,1,1,2,,,2,,,,,,,,,,,,,4,2,,,,,,,3,3,38,38,,1,,"PREVIOUSLY LISTED AS OHA2003060, OHA2002068, OHA2002569.",1,39,Cuyahoga,35,117102,2,2000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,13805 Argus Ave,,Cleveland,OH,44110,2115,,44110,5,6,44110211505,S,,,,1,,,A,,90% Overall probable correctness,41.561422,-81.586821,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035117102,390351171022,-9082203.3692,5095507.3155
35653,OHA20040093,EUCLID HILL VILLA,100 RICHMOND RD,EUCLID,OH,44143,30119,,,,,,,,644897,505,505,0,436,69,0,0,,,,2004,2005,2,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2,1,505,505,,2,,"PREVIOUSLY LISTED AS OHA2004642, OHA2005064, OHA2004094.",1,39,Cuyahoga,35,152604,1,1000,Cuyahoga,35,25704,Euclid,25704,Euclid city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1626,S,,100 Richmond Rd,,Euclid,OH,44143,1223,,44143,99,8,44143122399,H,,,,1,,,A,,90% Overall probable correctness,41.58642,-81.500177,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3925704,39035152604,390351526041,-9072558.2032,5099227.0908
35654,OHA20040110,FAIRFAX ELDERLY,8100 CENTRAL AVE,CLEVELAND,OH,44104,02-0023,,,,,,,,459315,56,47,0,0,54,0,2,2,,,2004,2004,1,1,2,,,2,,1,251000,,,,,,,,,,4,1,0,1,0,0,0,,1,3,56,47,,1,,,1,39,Cuyahoga,35,196500,2,2008,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,8100 Central Ave,,Cleveland,OH,44104,2177,,44104,99,2,44104217799,H,,,,1,,,A,,90% Overall probable correctness,41.496114,-81.631555,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035196500,390351965002,-9087183.1353,5085796.079
35657,OHA19980192,ROLLING HILLS APTS AT EUCLID,25400 EUCLID AVE,EUCLID,OH,44117,96-0139,,,,,,,,329873,196,196,18,120,58,0,0,,,,1998,1997,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,2,1,196,196,,2,1,PREVIOUSLY LISTED AS OHA1997235.,1,39,Cuyahoga,35,152604,1,1001,Cuyahoga,35,25704,Euclid,25704,Euclid city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1626,S,,25400 Euclid Ave,,Euclid,OH,44117,2623,,44117,99,2,44117262399,H,,,,1,,,A,,90% Overall probable correctness,41.584531,-81.50656,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3925704,39035152604,390351526041,-9073268.7555,5098945.9518
35664,OHA20000175,UNION MILES HOMES III,4067 E 108TH ST,CLEVELAND,OH,44105,OH-98-0037,,,,,,,,348436,30,25,0,0,0,10,20,2,,,2000,2000,1,1,2,,,2,,1,301000,,,,,,,,,,4,1,0,1,0,0,0,,1,2,30,25,,2,,,1,39,Cuyahoga,35,121300,1,1004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,4067 E 108th St,,Cleveland,OH,44105,5310,,44105,67,4,44105531067,S,,,,1,,,A,,90% Overall probable correctness,41.447636,-81.609552,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035121300,390351213001,-9084733.7725,5078593.7778
35665,OHA20000177,VILLAGE OF EUCLID APTS,27300 EUCLID AVE,EUCLID,OH,44132,OH-98-0001,,,,,,,,68400,495,495,,,,,,,,,2000,1998,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,495,495,,2,,,1,39,Cuyahoga,35,196200,1,1003,Cuyahoga,35,25704,Euclid,25704,Euclid city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1626,S,,27300 Euclid Ave,,Euclid,OH,44132,3405,,44132,99,6,44132340599,H,,,,1,,,A,,90% Overall probable correctness,41.592971,-81.493174,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3925704,39035196200,390351962001,-9071778.6328,5100202.1369
35682,OHA20040137,HISTORIC NEWTON AVENUE APTS,1325 ANSEL RD,CLEVELAND,OH,44106,02-0022,,,,,,,,503697,32,32,0,1,12,8,11,2,,,2004,2005,1,1,2,,,2,,1,201000,,,,,,,,,,,1,1,0,0,0,0,,2,3,32,32,,1,,PREVIOUSLY LISTED AS OHA2005070.,1,39,Cuyahoga,35,118602,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1325 Ansel Rd,,Cleveland,OH,44106,1079,,44106,99,0,44106107999,H,,,,1,,,A,,90% Overall probable correctness,41.520447,-81.62141,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118602,390351186021,-9086053.799,5089413.2269
35712,OHA19970055,CLEVELAND NEW CONSTRUCTION II,9903 KENNEDY AVE,CLEVELAND,OH,44104,OH-95-0060,,,,,,,,429887,45,45,0,0,2,27,16,,,,1997,1995,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,3,3,45,45,,2,,,1,39,Cuyahoga,35,114501,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,9903 Kennedy Ave,,Cleveland,OH,44104,3453,,44104,3,9,44104345303,S,,,,1,,,A,,90% Overall probable correctness,41.487498,-81.61757,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114501,390351145011,-9085626.3322,5084515.6196
35744,OHA19970095,GLENBROOKE HOMES I,1033 PARKWOOD DR,CLEVELAND,OH,44108,96-0013,,,,,,,,331980,32,32,0,0,0,17,15,2,,,1997,1998,1,1,2,,,2,,1,310000,,,,,,,,,,4,1,0,1,0,0,0,,3,3,32,32,,2,,,1,39,Cuyahoga,35,116500,2,2005,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1033 Parkwood Dr,,Cleveland,OH,44108,3678,,44108,33,3,44108367833,S,,,,1,,,A,,90% Overall probable correctness,41.529429,-81.609159,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116500,390351165002,-9084690.0239,5090748.7624
35749,OHA19970122,KARE BUILDING,13016 KINSMAN RD,CLEVELAND,OH,44120,950076,,,,,,,,,18,18,18,0,0,0,0,2,,,1997,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18,18,,2,,PREVIOUSLY LISTED AS OHA1997514.,1,39,Cuyahoga,35,120701,1,1003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,13016 Kinsman Rd,,Cleveland,OH,44120,4402,,44120,16,2,44120440216,S,,,,1,,,A,,90% Overall probable correctness,41.465496,-81.591562,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035120701,390351207011,-9082731.1349,5081246.5837
35768,OHA19950190,MILES HEIGHTS VILLAGE HOMES,15602 ALONZO AVE,CLEVELAND,OH,44128,OH-94-5107,,,,,,,,379025,40,40,0,0,0,30,10,,,,1995,1994,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,2,3,40,40,,2,,,1,39,Cuyahoga,35,122200,1,1001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,15602 Alonzo Ave,,Cleveland,OH,44128,2922,,44128,2,4,44128292202,S,,,,1,,,A,,90% Overall probable correctness,41.437454,-81.571739,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035122200,390351222001,-9080524.4486,5077081.7379
35769,OHA19950195,MOUNT PLEASANT HOMES II,3415 E 106TH ST,CLEVELAND,OH,44104,944019,,,,,,,,486077,50,50,0,0,0,40,10,,,,1995,1994,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,50,50,,2,,,1,39,Cuyahoga,35,120500,1,1014,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,3415 E 106th St,,Cleveland,OH,44104,5651,,44104,15,4,44104565115,S,,,,1,,,A,,90% Overall probable correctness,41.465892,-81.610738,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035120500,390351205001,-9084865.7974,5081305.4112
35771,OHA19950205,NORTHEASTERN NEIGHBORHOOD HOMES,11108 ADA AVE,CLEVELAND,OH,44108,OH-94-4034,,,,,,,,438057,50,50,0,0,0,30,20,,,,1995,1994,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,1,3,50,50,,2,,,1,39,Cuyahoga,35,116500,2,2009,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,11108 Ada Ave,,Cleveland,OH,44108,3717,,44108,8,7,44108371708,S,,,,1,,,A,,90% Overall probable correctness,41.528811,-81.608242,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116500,390351165002,-9084587.944,5090656.8659
